"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]"
62215,"Ferramentas e utensílios de desgaste rápido","Ferramentas e utensílios de desgaste rápido","Expense","Natural","Yes","No",,6221
62216,"Livros e documentação técnica","Livros e documentação técnica","Expense","Natural","Yes","No",,6221
62217,"Material de escritório","Material de escritório","Expense","Natural","Yes","No",,6221
62218,"Artigos para oferta","Artigos para oferta","Expense","Natural","Yes","No",,6221
62219,"Rendas e alugueres","Rendas e alugueres","Expense","Natural","Yes","No",,6221
62220,".....",".....","Expense","Natural","No","No",,6222
62221,"Despesas de representação","Despesas de representação","Expense","Natural","Yes","No",,6222
62222,"Comunicação","Comunicação","Expense","Natural","Yes","No",,6222
62223,"Seguros","Seguros","Expense","Natural","Yes","No",,6222
62224,"Royalties","Royalties","Expense","Natural","Yes","No",,6222
62225,"Transportes de mercadorias","Transportes de mercadorias","Expense","Natural","Yes","No",,6222
62226,"Transportes de pessoal","Transportes de pessoal","Expense","Natural","Yes","No",,6222
62227,"Deslocações e estadas","Deslocações e estadas","Expense","Natural","Yes","No",,6222
62228,"Comissões","Comissões","Expense","Natural","Yes","No",,6222
62229,"Honorários","Honorários","Expense","Natural","Yes","No",,6222
62230,".....",".....","Expense","Natural","No","No",,6223
62231,"Contencioso e notariado","Contencioso e notariado","Expense","Natural","Yes","No",,6223
62232,"Conservação e reparação","Conservação e reparação","Expense","Natural","Yes","No",,6223
62233,"Publicidade e propaganda","Publicidade e propaganda","Expense","Natural","Yes","No",,6223
62234,"Limpeza, higiene e conforto","Limpeza, higiene e conforto","Expense","Natural","Yes","No",,6223
62235,"Vigilância e segurança","Vigilância e segurança","Expense","Natural","Yes","No",,6223
62236,"Trabalhos especializados","Trabalhos especializados","Expense","Natural","Yes","No",,6223
62290,".....",".....","Expense","Natural","No","No",,6229
62298,"Outros fornecimentos e serviços","Outros fornecimentos e serviços","Expense","Natural","Yes","No",,6229
62299,".....",".....","Expense","Natural","No","No",,6229
629,".....",".....","Expense","Natural","No","No",,62
63,"Impostos","Impostos","Liability","Natural","Yes","Yes",,6
631,"Impostos indirectos","Impostos indirectos","Liability","Natural","Yes","No",,63
6311,"Direitos aduaneiros","Direitos aduaneiros","Liability","Natural","Yes","No",,631
6312,"Imposto sobre o valor acrescentado","Imposto sobre o valor acrescentado","Liability","Natural","Yes","No",,631
6313,"Imposto do selo","Imposto do selo","Liability","Natural","Yes","No",,631
6314,"Impostos sobre transportes rodoviários","Impostos sobre transportes rodoviários","Liability","Natural","Yes","No",,631
6317,"Taxas","Taxas","Liability","Natural","Yes","No",,631
6318,"Outros impostos indirectos","Outros impostos indirectos","Liability","Natural","Yes","No",,631
6319,".....",".....","Liability","Natural","No","No",,631
632,"Impostos directos","Impostos directos","Liability","Natural","Yes","No",,63
639,".....",".....","Liability","Natural","No","No",,63
64,"Custos com o pessoal ","Custos com o pessoal ","Liability","Natural","Yes","Yes",,6
641,"Remunerações dos órgãos sociais","Remunerações dos órgãos sociais","Liability","Natural","Yes","No",,64
642,"Remunerações do pessoal,","Remunerações do pessoal,","Liability","Natural","Yes","No",,64
643,"Pensões","Pensões","Liability","Natural","Yes","No",,64
644,"Prémios para pensões","Prémios para pensões","Liability","Natural","Yes","No",,64
645,"Encargos sobre remunerações","Encargos sobre remunerações","Liability","Natural","Yes","No",,64
646,"Seguros de acidentes no trabalho e doenças profissionais","Seguros de acidentes no trabalho e doenças profissionais","Liability","Natural","Yes","No",,64
647,"Custos de acção social","Custos de acção social","Liability","Natural","Yes","No",,64
648,"Outros custos com o pessoal","Outros custos com o pessoal","Liability","Natural","Yes","No",,64
649,".....",".....","Liability","Natural","No","No",,64
65,"Outros custos e perdas operacionais","Outros custos e perdas operacionais","Liability","Natural","Yes","Yes",,6
651,"Despesas com propriedade industrial","Despesas com propriedade industrial","Liability","Natural","Yes","No",,65
652,"Quotizações","Quotizações","Liability","Natural","Yes","No",,65
653,"Despesas confidenciais","Despesas confidenciais","Liability","Natural","Yes","No",,65
654,"Ofertas e amostras de existências","Ofertas e amostras de existências","Liability","Natural","Yes","No",,65
659,".....",".....","Liability","Natural","No","No",,65
66,"Amortizações e ajustamentos do exercício","Amortizações e ajustamentos do exercício","Liability","Natural","Yes","Yes",,6
662,"Amortizações de imobilizações corpóreas","Amortizações de imobilizações corpóreas","Liability","Natural","Yes","No",,66
6621,"Terrenos e recursos naturais","Terrenos e recursos naturais","Liability","Natural","Yes","No",,662
6622,"Edifícios e outras construções","Edifícios e outras construções","Liability","Natural","Yes","No",,662
6623,"Equipamento básico","Equipamento básico","Liability","Natural","Yes","No",,662
6624,"Equipamento de transporte","Equipamento de transporte","Liability","Natural","Yes","No",,662
6625,"Ferramentas e utensílios","Ferramentas e utensílios","Liability","Natural","Yes","No",,662
6626,"Equipamento administrativo","Equipamento administrativo","Liability","Natural","Yes","No",,662
6627,"Taras e vasilhame","Taras e vasilhame","Liability","Natural","Yes","No",,662
66271,"Embalagens retornáveis","Embalagens retornáveis","Liability","Natural","Yes","No",,6627
66272,"Outras taras e outro vasilhame","Outras taras e outro vasilhame","Liability","Natural","Yes","No",,6627
6628,"Outras imobilizações corpóreas","Outras imobilizações corpóreas","Liability","Natural","Yes","No",,662
663,"Amortizações de imobilizações incorpóreas","Amortizações de imobilizações incorpóreas","Liability","Natural","Yes","No",,66
6631,"Despesas de instalação","Despesas de instalação","Liability","Natural","Yes","No",,663
6632,"Despesas de investigação e de desenvolvimento","Despesas de investigação e de desenvolvimento","Liability","Natural","Yes","No",,663
6633,"Propriedade industrial e outros direitos","Propriedade industrial e outros direitos","Liability","Natural","Yes","No",,663
6634,"Trespasses","Trespasses","Liability","Natural","Yes","No",,663
6639,".....",".....","Liability","Natural","No","No",,663
666,"Ajustamentos de dívidas a receber","Ajustamentos de dívidas a receber","Liability","Natural","Yes","No",,66
6661,"Dívidas de clientes","Dívidas de clientes","Liability","Natural","Yes","No",,666
6662,"Outras dívidas de terceiros","Outras dívidas de terceiros","Liability","Natural","Yes","No",,666
667,"Ajustamentos de existências","Ajustamentos de existências","Liability","Natural","Yes","No",,66
6671,".....",".....","Liability","Natural","No","No",,667
6672,"Mercadorias","Mercadorias","Liability","Natural","Yes","No",,667
6673,"Produtos acabados e intermédios","Produtos acabados e intermédios","Liability","Natural","Yes","No",,667
6674,"Subprodutos, desperdícios, resíduos e refugos","Subprodutos, desperdícios, resíduos e refugos","Liability","Natural","Yes","No",,667
6675,"Produtos e trabalhos em curso","Produtos e trabalhos em curso","Liability","Natural","Yes","No",,667
6676,"Matérias-primas, subsidiárias e de consumo","Matérias-primas, subsidiárias e de consumo","Liability","Natural","Yes","No",,667
6679,".....",".....","Liability","Natural","No","No",,667
669,".....",".....","Liability","Natural","No","No",,66
67,"Provisões do exercício","Provisões do exercício","Liability","Natural","Yes","Yes",,6
672,"Provisões","Provisões","Liability","Natural","Yes","No",,67
6721,"Pensões","Pensões","Liability","Natural","Yes","No",,672
6722,"Impostos","Impostos","Liability","Natural","Yes","No",,672
6723,"Processos judiciais em curso","Processos judiciais em curso","Liability","Natural","Yes","No",,672
6724,"Acidentes de trabalho e doenças profissionais","Acidentes de trabalho e doenças profissionais","Liability","Natural","Yes","No",,672
6725,"Garantias a clientes","Garantias a clientes","Liability","Natural","Yes","No",,672
6728,"Outras provisões","Outras provisões","Liability","Natural","Yes","No",,672
6729,".....",".....","Liability","Natural","No","No",,672
673,".....",".....","Liability","Natural","No","No",,67
679,".....",".....","Liability","Natural","No","No",,67
68,"Custos e perdas financeiros","Custos e perdas financeiros","Liability","Natural","Yes","Yes",,6
681,"Juros suportados","Juros suportados","Liability","Natural","Yes","No",,68
6811,"Empréstimos bancários","Empréstimos bancários","Liability","Natural","Yes","No",,681
6812,"Empréstimos por obrigações e por títulos de participação","Empréstimos por obrigações e por títulos de participação","Liability","Natural","Yes","No",,681
6813,"Outros empréstimos obtidos","Outros empréstimos obtidos","Liability","Natural","Yes","No",,681
6814,"Descontos de títulos","Descontos de títulos","Liability","Natural","Yes","No",,681
6815,"Juros de mora e compensatórios","Juros de mora e compensatórios","Liability","Natural","Yes","No",,681
6816,"Juros de acordos","Juros de acordos","Liability","Natural","Yes","No",,681
6818,"Outros juros","Outros juros","Liability","Natural","Yes","No",,681
682,"Perdas em empresas do grupo e associadas","Perdas em empresas do grupo e associadas","Liability","Natural","Yes","No",,68
683,"Amortizações de investimentos em imóveis","Amortizações de investimentos em imóveis","Liability","Natural","Yes","No",,68
6831,"Terrenos e recursos naturais","Terrenos e recursos naturais","Liability","Natural","Yes","No",,683
6832,"Edifícios e outras construções","Edifícios e outras construções","Liability","Natural","Yes","No",,683
684,"Ajustamentos de aplicações financeiras","Ajustamentos de aplicações financeiras","Liability","Natural","Yes","No",,68
6841,"Títulos negociáveis","Títulos negociáveis","Liability","Natural","Yes","No",,684
6842,"Outras aplicações de tesouraria","Outras aplicações de tesouraria","Liability","Natural","Yes","No",,684
6843,"Partes de capital","Partes de capital","Liability","Natural","Yes","No",,684
6844,"Obrigações e títulos de participação","Obrigações e títulos de participação","Liability","Natural","Yes","No",,684
6845,"Empréstimos de financiamento","Empréstimos de financiamento","Liability","Natural","Yes","No",,684
6848,"Outras aplicações financeiras","Outras aplicações financeiras","Liability","Natural","Yes","No",,684
685,"Diferenças de câmbio desfavoráveis","Diferenças de câmbio desfavoráveis","Liability","Natural","Yes","No",,68
686,"Descontos de pronto pagamento concedidos","Descontos de pronto pagamento concedidos","Liability","Natural","Yes","No",,68
687,"Perdas na alienação de aplicações de tesouraria","Perdas na alienação de aplicações de tesouraria","Liability","Natural","Yes","No",,68
688,"Outros custos e perdas financeiros","Outros custos e perdas financeiros","Liability","Natural","Yes","No",,68
6881,"Serviços bancários","Serviços bancários","Liability","Natural","Yes","No",,688
6888,"Outros não especificados","Outros não especificados","Liability","Natural","Yes","No",,688
689,".....",".....","Liability","Natural","No","No",,68
69,"Custos e perdas extraordinários","Custos e perdas extraordinários","Liability","Natural","Yes","Yes",,6
691,"Donativos","Donativos","Liability","Natural","Yes","No",,69
692,"Dívidas incobráveis","Dívidas incobráveis","Liability","Natural","Yes","No",,69
693,"Perdas em existências","Perdas em existências","Liability","Natural","Yes","No",,69
6931,"Sinistros","Sinistros","Liability","Natural","Yes","No",,693
6932,"Quebras","Quebras","Liability","Natural","Yes","No",,693
6938,"Outras","Outras","Liability","Natural","Yes","No",,693
694,"Perdas em imobilizações","Perdas em imobilizações","Liability","Natural","Yes","No",,69
6941,"Alienação de investimentos financeiros","Alienação de investimentos financeiros","Liability","Natural","Yes","No",,694
6942,"Alienação de imobilizações corpóreas","Alienação de imobilizações corpóreas","Liability","Natural","Yes","No",,694
6943,"Alienação de imobilizações incorpóreas","Alienação de imobilizações incorpóreas","Liability","Natural","Yes","No",,694
6944,"Sinistros","Sinistros","Liability","Natural","Yes","No",,694
6945,"Abates","Abates","Liability","Natural","Yes","No",,694
6948,"Outros","Outros","Liability","Natural","Yes","No",,694
695,"Multas e penalidades","Multas e penalidades","Liability","Natural","Yes","No",,69
6951,"Multas fiscais","Multas fiscais","Liability","Natural","Yes","No",,695
6952,"Multas não fiscais","Multas não fiscais","Liability","Natural","Yes","No",,695
6958,"Outras penalidades","Outras penalidades","Liability","Natural","Yes","No",,695
696,"Aumentos de amortizações","Aumentos de amortizações","Liability","Natural","Yes","No",,69
697,"Correcções relativas a exercícios anteriores","Correcções relativas a exercícios anteriores","Liability","Natural","Yes","No",,69
698,"Outros custos e perdas extraordinários","Outros custos e perdas extraordinários","Liability","Natural","Yes","No",,69
6981,"Insuficiência da estimativa para impostos","Insuficiência da estimativa para impostos","Liability","Natural","Yes","No",,698
6982,"Diferenças de câmbio extraordinárias","Diferenças de câmbio extraordinárias","Liability","Natural","Yes","No",,698
6988,"Outros não especificados","Outros não especificados","Liability","Natural","Yes","No",,698
699,".....",".....","Liability","Natural","No","No",,69
7,"Classe 7 - Proveitos e Ganhos","Classe 7 - Proveitos e Ganhos","Revenue","Natural","Yes","Yes",,
71,"Vendas","Vendas","Revenue","Natural","Yes","Yes",,7
711,"Mercadorias","Mercadorias","Revenue","Natural","Yes","No",,71
712,"Produtos acabados e intermédios","Produtos acabados e intermédios","Revenue","Natural","Yes","No",,71
713,"Subprodutos, desperdícios, resíduos e refugos","Subprodutos, desperdícios, resíduos e refugos","Revenue","Natural","Yes","No",,71
716,"IVA das vendas com imposto incluído","IVA das vendas com imposto incluído","Revenue","Natural","Yes","No",,71
717,"Devolução de vendas","Devolução de vendas","Revenue","Natural","Yes","No",,71
718,"Descontos e abatimentos em vendas","Descontos e abatimentos em vendas","Revenue","Natural","Yes","No",,71
719,".....",".....","Revenue","Natural","No","No",,71
72,"Prestações de serviços","Prestações de serviços","Revenue","Natural","Yes","Yes",,7
721,"Serviço A","Serviço A","Revenue","Natural","Yes","No",,72
722,"Serviço B","Serviço B","Revenue","Natural","Yes","No",,72
725,"Serviços secundários","Serviços secundários","Revenue","Natural","Yes","No",,72
726,"IVA dos serviços com imposto incluído","IVA dos serviços com imposto incluído","Revenue","Natural","Yes","No",,72
727,".....",".....","Revenue","Natural","No","No",,72
728,"Descontos e abatimentos","Descontos e abatimentos","Revenue","Natural","Yes","No",,72
729,".....",".....","Revenue","Natural","No","No",,72
73,"Proveitos suplementares","Proveitos suplementares","Revenue","Natural","Yes","Yes",,7
731,"Serviços sociais","Serviços sociais","Revenue","Natural","Yes","No",,73
732,"Aluguer de equipamento","Aluguer de equipamento","Revenue","Natural","Yes","No",,73
733,"Venda de energia","Venda de energia","Revenue","Natural","Yes","No",,73
734,"Estudos, projectos e assistência tecnológica","Estudos, projectos e assistência tecnológica","Revenue","Natural","Yes","No",,73
735,"Royalties","Royalties","Revenue","Natural","Yes","No",,73
736,"Desempenho de cargos sociais noutras empresas","Desempenho de cargos sociais noutras empresas","Revenue","Natural","Yes","No",,73
738,"Não especificados inerentes ao valor acrescentado","Não especificados inerentes ao valor acrescentado","Revenue","Natural","Yes","No",,73
739,".....",".....","Revenue","Natural","No","No",,73
74,"Subsídios à exploração","Subsídios à exploração","Revenue","Natural","Yes","Yes",,7
741,"Do Estado e outros entes públicos","Do Estado e outros entes públicos","Revenue","Natural","Yes","No",,74
748,"De outras entidades","De outras entidades","Revenue","Natural","Yes","No",,74
749,".....",".....","Revenue","Natural","No","No",,74
75,"Trabalhos para a própria empresa","Trabalhos para a própria empresa","Revenue","Natural","Yes","Yes",,7
751,"Investimentos financeiros","Investimentos financeiros","Revenue","Natural","Yes","No",,75
752,"Imobilizações corpóreas","Imobilizações corpóreas","Revenue","Natural","Yes","No",,75
753,"Imobilizações incorpóreas","Imobilizações incorpóreas","Revenue","Natural","Yes","No",,75
754,"Imobilizações em curso","Imobilizações em curso","Revenue","Natural","Yes","No",,75
755,"Custos diferidos","Custos diferidos","Revenue","Natural","Yes","No",,75
759,".....",".....","Revenue","Natural","No","No",,75
76,"Outros proveitos e ganhos operacionais","Outros proveitos e ganhos operacionais","Revenue","Natural","Yes","Yes",,7
761,"Direitos de propriedade industrial","Direitos de propriedade industrial","Revenue","Natural","Yes","No",,76
768,"Não especificados alheios ao valor acrescentado","Não especificados alheios ao valor acrescentado","Revenue","Natural","Yes","No",,76
769,".....",".....","Revenue","Natural","No","No",,76
77,"Reversões de amortizações e ajustamentos","Reversões de amortizações e ajustamentos","Revenue","Natural","Yes","Yes",,7
771,"Reversões de amortizações","Reversões de amortizações","Revenue","Natural","Yes","No",,77
7711,".....",".....","Revenue","Natural","No","No",,771
7712,"Imobilizações corpóreas","Imobilizações corpóreas","Revenue","Natural","Yes","No",,771
7713,"Imobilizações incorpóreas","Imobilizações incorpóreas","Revenue","Natural","Yes","No",,771
772,"Reversões de ajustamentos","Reversões de ajustamentos","Revenue","Natural","Yes","No",,77
7721,".....",".....","Revenue","Natural","No","No",,772
7722,"De dívidas de terceiros","De dívidas de terceiros","Revenue","Natural","Yes","No",,772
7723,"De existências","De existências","Revenue","Natural","Yes","No",,772
78,"Proveitos e ganhos financeiros","Proveitos e ganhos financeiros","Revenue","Natural","Yes","Yes",,7
781,"Juros obtidos","Juros obtidos","Revenue","Natural","Yes","No",,78
7811,"Depósitos bancários","Depósitos bancários","Revenue","Natural","Yes","No",,781
7812,"Obrigações e títulos de participação","Obrigações e títulos de participação","Revenue","Natural","Yes","No",,781
7813,"Empréstimos correntes","Empréstimos correntes","Revenue","Natural","Yes","No",,781
7814,"Empréstimos de financiamento","Empréstimos de financiamento","Revenue","Natural","Yes","No",,781
7815,"Outras aplicações de tesouraria","Outras aplicações de tesouraria","Revenue","Natural","Yes","No",,781
7816,"Outros investimentos financeiros","Outros investimentos financeiros","Revenue","Natural","Yes","No",,781
7818,"Outros juros","Outros juros","Revenue","Natural","Yes","No",,781
782,"Ganhos em empresas do grupo e associadas","Ganhos em empresas do grupo e associadas","Revenue","Natural","Yes","No",,78
783,"Rendimentos de imóveis","Rendimentos de imóveis","Revenue","Natural","Yes","No",,78
784,"Rendimentos de participações de capital","Rendimentos de participações de capital","Revenue","Natural","Yes","No",,78
785,"Diferenças de câmbio favoráveis","Diferenças de câmbio favoráveis","Revenue","Natural","Yes","No",,78
786,"Descontos de pronto pagamento obtidos","Descontos de pronto pagamento obtidos","Revenue","Natural","Yes","No",,78
787,"Ganhos na alienação de aplicações de tesouraria","Ganhos na alienação de aplicações de tesouraria","Revenue","Natural","Yes","No",,78
788,"Reversões e outros proveitos e ganhos financeiros","Reversões e outros proveitos e ganhos financeiros","Revenue","Natural","Yes","No",,78
7881,"Reversões de ajustamentos de aplicações de tesouraria","Reversões de ajustamentos de aplicações de tesouraria","Revenue","Natural","Yes","No",,788
7882,"Reversões de ajustamentos de investimentos financeiros","Reversões de ajustamentos de investimentos financeiros","Revenue","Natural","Yes","No",,788
7883,".....",".....","Revenue","Natural","No","No",,788
7888,"Outros proveitos e ganhos financeiros","Outros proveitos e ganhos financeiros","Revenue","Natural","Yes","No",,788
789,".....",".....","Revenue","Natural","No","No",,78
79,"Proveitos e ganhos extraordinários","Proveitos e ganhos extraordinários","Revenue","Natural","Yes","Yes",,7
791,"Restituição de impostos","Restituição de impostos","Revenue","Natural","Yes","No",,79
792,"Recuperação de dívidas","Recuperação de dívidas","Revenue","Natural","Yes","No",,79
793,"Ganhos em existências","Ganhos em existências","Revenue","Natural","Yes","No",,79
7931,"Sinistros","Sinistros","Revenue","Natural","Yes","No",,793
7932,"Sobras","Sobras","Revenue","Natural","Yes","No",,793
7938,"Outros","Outros","Revenue","Natural","Yes","No",,793
794,"Ganhos em imobilizações","Ganhos em imobilizações","Revenue","Natural","Yes","No",,79
7941,"Alienação de investimentos financeiros","Alienação de investimentos financeiros","Revenue","Natural","Yes","No",,794
7942,"Alienação de imobilizações corpóreas","Alienação de imobilizações corpóreas","Revenue","Natural","Yes","No",,794
7943,"Alienação de imobilizações incorpóreas","Alienação de imobilizações incorpóreas","Revenue","Natural","Yes","No",,794
7944,"Sinistros","Sinistros","Revenue","Natural","Yes","No",,794
7948,"Outros","Outros","Revenue","Natural","Yes","No",,794
795,"Benefícios de penalidades contratuais","Benefícios de penalidades contratuais","Revenue","Natural","Yes","No",,79
796,"Reduções de provisões","Reduções de provisões","Revenue","Natural","Yes","No",,79
797,"Correcções relativas a exercícios anteriores","Correcções relativas a exercícios anteriores","Revenue","Natural","Yes","No",,79
798,"Outros proveitos e ganhos extraordinários","Outros proveitos e ganhos extraordinários","Revenue","Natural","Yes","No",,79
7981,"Excesso da estimativa para impostos","Excesso da estimativa para impostos","Revenue","Natural","Yes","No",,798
7982,"Diferenças de câmbio extraordinárias","Diferenças de câmbio extraordinárias","Revenue","Natural","Yes","No",,798
7983,"Em subsídios para investimentos","Em subsídios para investimentos","Revenue","Natural","Yes","No",,798
7988,"Outros não especificados","Outros não especificados","Revenue","Natural","Yes","No",,798
799,".....",".....","Revenue","Natural","No","No",,79
8,"Classe 8 - Resultados","Classe 8 - Resultados","Revenue","Natural","Yes","Yes",,
81,"Resultados operacionais","Resultados operacionais","Revenue","Natural","Yes","Yes",,8
82,"Resultados financeiros","Resultados financeiros","Revenue","Natural","Yes","Yes",,8
83,"Resultados correntes","Resultados correntes","Revenue","Natural","Yes","Yes",,8
84,"Resultados extraordinários","Resultados extraordinários","Revenue","Natural","Yes","Yes",,8
85,"Resultados antes de impostos","Resultados antes de impostos","Revenue","Natural","Yes","Yes",,8
86,"Imposto sobre o rendimento do exercício","Imposto sobre o rendimento do exercício","Revenue","Natural","Yes","Yes",,8
861,"Imposto corrente","Imposto corrente","Revenue","Natural","Yes","No",,86
862,"Imposto diferido","Imposto diferido","Revenue","Natural","Yes","No",,86
88,"Resultado líquido do exercício","Resultado líquido do exercício","Revenue","Natural","Yes","Yes",,8
89,"Dividendos antecipados","Dividendos antecipados","Revenue","Natural","Yes","Yes",,8
